country,Month,prod_name,Units Sold
Brazil,5,pencil,5
Brazil,5,pen,11
Brazil,5,ruler,5
Brazil,5,leadpen,4
Brazil,5,ti84,3
Brazil,5,crayons,7
Brazil,5,clip,2
Brazil,5,ti84plus,5
Brazil,5,ti89,8
Brazil,5,ti83plus,7
Brazil,5,eraser,6
Brazil,5,staples,10
Brazil,5,coloredpencil,5
Brazil,6,ruler,1
Brazil,6,folder,8
Brazil,6,gridpaper,17
Brazil,6,officechair,8
Brazil,6,ti84,7
Brazil,6,ti83plus,16
Brazil,6,pencil,2
Brazil,6,clipboard,1
Brazil,6,eraser,6
Brazil,6,artpaper,16
Brazil,6,ink,14
Brazil,6,marker,8
Brazil,6,coloredpencil,5
Brazil,6,ti89,6
Brazil,6,BAIIplus,6
Brazil,6,typingpaper,10
Brazil,6,crayons,1
Brazil,7,ti84,6
Brazil,7,artpaper,2
Brazil,7,coloredpencil,6
Brazil,7,ti83plus,3
Brazil,7,bin,13
Brazil,7,ink,14
Brazil,7,clip,8
Brazil,7,ti84plus,3
Brazil,7,staples,13
Brazil,7,ti89,14
Brazil,7,basiccalculator,7
Brazil,7,pencil,9
Brazil,7,marker,8
Brazil,7,protractor,7
Brazil,8,ti84plus,5
Brazil,8,coloredpencil,2
Brazil,8,eraser,1
Brazil,8,BAIIplus,8
Brazil,8,officechair,1
Brazil,8,protractor,4
Brazil,8,folder,12
Brazil,8,ti83plus,3
Brazil,8,typingpaper,2
Brazil,8,crayons,3
Brazil,9,ti84,8
Brazil,9,gridpaper,6
Brazil,9,officechair,7
Brazil,9,basiccalculator,7
Brazil,9,clipboard,1
Brazil,9,folder,5
Brazil,9,artpaper,3
Brazil,9,protractor,1
Brazil,9,ti83plus,4
Brazil,9,ink,8
Brazil,9,ti89,6
Brazil,9,clip,3
Brazil,9,eraser,7
Brazil,9,pen,6
Brazil,10,pencil,5
Brazil,10,ti89,6
Brazil,10,typingpaper,3
Brazil,10,clipboard,4
Brazil,10,officechair,6
Brazil,10,leadpen,7
Brazil,10,folder,6
Brazil,10,ti84plus,4
Brazil,10,basiccalculator,7
Brazil,10,BAIIplus,7
Brazil,10,ti83plus,8
Brazil,10,ruler,1
Brazil,10,ink,15
Brazil,10,artpaper,7
Brazil,10,coloredpencil,6
Brazil,11,staples,2
Brazil,11,ti83plus,14
Brazil,11,clipboard,5
Brazil,11,pencil,6
Brazil,11,ink,8
Brazil,11,eraser,8
Brazil,11,ti84plus,1
Brazil,11,BAIIplus,13
Brazil,11,pen,14
Brazil,11,bin,2
Brazil,11,folder,12
Brazil,11,typingpaper,1
Brazil,11,leadpen,7
Brazil,11,basiccalculator,2
Brazil,12,ti89,8
Brazil,12,officechair,13
Brazil,12,ruler,15
Brazil,12,eraser,2
Brazil,12,typingpaper,1
Brazil,12,pen,7
Brazil,12,staples,4
Brazil,12,protractor,7
Brazil,12,basiccalculator,3
Brazil,12,coloredpencil,1
Brazil,12,crayons,5
Brazil,12,gridpaper,8
Brazil,12,ink,4
Brazil,12,bin,1
Brazil,12,clip,3
Brazil,12,BAIIplus,3
Cambodia,1,crayons,2
Cambodia,1,eraser,8
Cambodia,1,artpaper,1
Cambodia,1,leadpen,3
Cambodia,1,coloredpencil,2
Cambodia,1,ink,6
Cambodia,2,leadpen,6
Cambodia,2,officechair,1
Cambodia,2,typingpaper,8
Cambodia,2,clip,8
Cambodia,3,eraser,4
Cambodia,3,protractor,3
Cambodia,3,clipboard,2
Cambodia,3,basiccalculator,3
Cambodia,3,staples,5
Cambodia,3,ti83plus,6
Cambodia,3,marker,6
Cambodia,4,ti89,4
Cambodia,4,officechair,2
Cambodia,4,pencil,1
Cambodia,4,artpaper,5
Cambodia,4,gridpaper,4
Cambodia,4,BAIIplus,2
Cambodia,4,ti83plus,7
Cambodia,4,crayons,5
Cambodia,4,marker,8
Cambodia,4,protractor,2
Cambodia,4,leadpen,7
Cambodia,5,clipboard,2
Cambodia,5,crayons,5
Cambodia,5,artpaper,10
Cambodia,5,BAIIplus,6
Cambodia,5,ruler,2
Cambodia,6,ruler,6
Cambodia,6,ti83plus,3
Cambodia,6,ti84,5
Cambodia,6,staples,4
Cambodia,7,folder,4
Cambodia,7,basiccalculator,1
Cambodia,7,ruler,1
Cambodia,7,coloredpencil,5
Cambodia,7,protractor,3
Cambodia,7,staples,5
Cambodia,7,artpaper,1
Cambodia,7,bin,6
Cambodia,7,clipboard,5
Cambodia,8,ti83plus,2
Cambodia,8,artpaper,1
Cambodia,8,folder,2
Cambodia,8,ruler,1
Cambodia,8,ti84,7
Cambodia,9,clip,8
Cambodia,9,ink,10
Cambodia,9,pen,7
Cambodia,9,crayons,6
Cambodia,10,basiccalculator,5
Cambodia,10,marker,2
Cambodia,10,BAIIplus,4
Cambodia,10,ti83plus,6
Cambodia,10,typingpaper,5
Cambodia,10,ti89,4
Cambodia,10,clip,4
Cambodia,10,bin,7
Cambodia,11,coloredpencil,1
Cambodia,11,basiccalculator,5
Cambodia,11,officechair,2
Cambodia,11,clip,17
Cambodia,11,folder,9
Cambodia,11,bin,3
Cambodia,12,ti89,7
Cambodia,12,clipboard,6
Cambodia,12,eraser,4
Cambodia,12,typingpaper,3
Cambodia,12,ruler,6
Canada,1,ti84,10
Canada,1,leadpen,4
Canada,1,staples,6
Canada,1,BAIIplus,4
Canada,1,basiccalculator,7
Canada,1,ruler,1
Canada,1,gridpaper,1
Canada,1,typingpaper,5
Canada,2,pencil,3
Canada,2,artpaper,8
Canada,2,marker,8
Canada,2,folder,1
Canada,3,ti84plus,1
Canada,3,ink,6
Canada,3,BAIIplus,4
Canada,3,coloredpencil,6
Canada,4,officechair,5
Canada,4,pen,4
Canada,4,coloredpencil,3
Canada,4,folder,3
Canada,4,artpaper,6
Canada,4,gridpaper,7
Canada,5,ink,3
Canada,5,ti89,5
Canada,5,protractor,9
Canada,6,artpaper,1
Canada,6,ruler,3
Canada,6,clip,1
Canada,6,typingpaper,6
Canada,6,basiccalculator,7
Canada,6,coloredpencil,3
Canada,6,ink,7
Canada,6,crayons,11
Canada,7,crayons,7
Canada,7,clipboard,6
Canada,7,pencil,7
Canada,7,clip,3
Canada,7,ti89,8
Canada,7,ti84,6
Canada,8,eraser,8
Canada,8,bin,6
Canada,8,crayons,7
Canada,8,gridpaper,2
Canada,8,clipboard,4
Canada,8,basiccalculator,5
Canada,8,artpaper,1
Canada,9,crayons,2
Canada,9,protractor,2
Canada,10,typingpaper,3
Canada,10,crayons,7
Canada,10,staples,3
Canada,10,basiccalculator,11
Canada,10,eraser,7
Canada,10,leadpen,6
Canada,10,bin,6
Canada,11,ruler,6
Canada,11,clipboard,7
Canada,11,clip,4
Canada,11,ink,7
Canada,11,folder,6
Canada,11,crayons,2
Canada,11,officechair,6
Canada,12,eraser,8
Canada,12,basiccalculator,1
Canada,12,protractor,3
Canada,12,typingpaper,5
Canada,12,marker,6
China,1,bin,29
China,1,ink,7
China,1,ti83plus,29
China,1,artpaper,20
China,1,clipboard,19
China,1,eraser,11
China,1,BAIIplus,24
China,1,gridpaper,7
China,1,pencil,11
China,1,marker,13
China,1,leadpen,3
China,1,protractor,24
China,1,folder,7
China,1,typingpaper,26
China,1,ti84plus,13
China,1,clip,13
China,1,crayons,30
China,1,ruler,7
China,1,staples,12
China,1,basiccalculator,8
China,1,coloredpencil,3
China,1,ti84,11
China,1,ti89,17
China,2,typingpaper,6
China,2,eraser,14
China,2,ti84,14
China,2,clipboard,5
China,2,bin,17
China,2,crayons,6
China,2,artpaper,6
China,2,folder,25
China,2,pen,7
China,2,ruler,1
China,2,gridpaper,9
China,2,protractor,14
China,2,pencil,14
China,2,staples,32
China,2,clip,13
China,2,marker,10
China,2,ti84plus,16
China,2,ink,14
China,2,ti83plus,19
China,2,ti89,19
China,2,basiccalculator,16
China,2,BAIIplus,7
China,2,coloredpencil,10
China,2,leadpen,16
China,3,gridpaper,12
China,3,ti89,1
China,3,coloredpencil,9
China,3,ti84,3
China,3,staples,13
China,3,clip,26
China,3,ruler,6
China,3,pencil,5
China,3,typingpaper,15
China,3,ti84plus,21
China,3,marker,4
China,3,protractor,19
China,3,ti83plus,12
China,3,artpaper,12
China,3,clipboard,13
China,3,folder,12
China,3,basiccalculator,30
China,3,officechair,4
China,3,bin,27
China,3,BAIIplus,9
China,3,ink,12
China,3,pen,2
China,3,leadpen,17
China,4,bin,20
China,4,ti84,17
China,4,gridpaper,33
China,4,ink,14
China,4,clip,7
China,4,artpaper,18
China,4,ruler,14
China,4,folder,3
China,4,crayons,22
China,4,staples,10
China,4,pen,9
China,4,eraser,13
China,4,clipboard,2
China,4,ti83plus,26
China,4,protractor,5
China,4,coloredpencil,29
China,4,ti84plus,19
China,4,marker,8
China,4,typingpaper,29
China,4,leadpen,18
China,4,BAIIplus,19
China,4,pencil,3
China,4,basiccalculator,8
China,4,ti89,10
China,5,ink,9
China,5,leadpen,17
China,5,marker,12
China,5,staples,13
China,5,artpaper,3
China,5,ti89,12
China,5,protractor,17
China,5,BAIIplus,17
China,5,officechair,8
China,5,clipboard,22
China,5,ruler,9
China,5,coloredpencil,28
China,5,pencil,22
China,5,basiccalculator,15
China,5,typingpaper,8
China,5,ti83plus,21
China,5,clip,17
China,5,eraser,17
China,5,bin,8
China,5,ti84plus,20
China,5,pen,42
China,5,ti84,21
China,5,folder,9
China,5,crayons,26
China,6,pencil,16
China,6,crayons,24
China,6,clip,12
China,6,ti83plus,30
China,6,marker,8
China,6,BAIIplus,16
China,6,ti84plus,16
China,6,ti84,7
China,6,folder,9
China,6,ruler,17
China,6,ink,25
China,6,ti89,9
China,6,gridpaper,17
China,6,protractor,27
China,6,officechair,13
China,6,bin,20
China,6,basiccalculator,9
China,6,staples,34
China,6,clipboard,3
China,6,artpaper,17
China,6,pen,14
China,6,eraser,10
China,6,coloredpencil,6
China,7,artpaper,19
China,7,ti84plus,14
China,7,typingpaper,11
China,7,pen,8
China,7,clip,13
China,7,BAIIplus,22
China,7,pencil,9
China,7,basiccalculator,19
China,7,marker,21
China,7,leadpen,13
China,7,crayons,27
China,7,ti89,5
China,7,ink,6
China,7,ruler,9
China,7,gridpaper,5
China,7,coloredpencil,6
China,7,clipboard,7
China,7,eraser,13
China,7,ti84,25
China,7,ti83plus,10
China,7,officechair,6
China,7,folder,7
China,7,staples,12
China,8,typingpaper,13
China,8,clipboard,22
China,8,ti84plus,23
China,8,marker,15
China,8,protractor,20
China,8,pencil,10
China,8,clip,20
China,8,eraser,23
China,8,BAIIplus,1
China,8,basiccalculator,11
China,8,gridpaper,15
China,8,ti89,15
China,8,pen,11
China,8,artpaper,15
China,8,ruler,12
China,8,ti84,26
China,8,crayons,16
China,8,leadpen,6
China,8,ti83plus,11
China,8,officechair,27
China,8,folder,19
China,8,ink,8
China,8,staples,18
China,9,ti84plus,31
China,9,staples,5
China,9,BAIIplus,18
China,9,gridpaper,2
China,9,ink,17
China,9,leadpen,19
China,9,bin,26
China,9,marker,23
China,9,crayons,7
China,9,eraser,16
China,9,clip,15
China,9,protractor,15
China,9,coloredpencil,30
China,9,basiccalculator,8
China,9,artpaper,31
China,9,ruler,1
China,9,ti89,11
China,9,folder,10
China,9,pen,3
China,9,ti83plus,16
China,9,officechair,5
China,9,ti84,12
China,9,clipboard,5
China,9,typingpaper,19
China,10,artpaper,15
China,10,staples,4
China,10,marker,25
China,10,ti83plus,6
China,10,gridpaper,18
China,10,ink,11
China,10,officechair,6
China,10,protractor,24
China,10,folder,4
China,10,ti84plus,22
China,10,pen,17
China,10,bin,4
China,10,typingpaper,13
China,10,clip,31
China,10,coloredpencil,28
China,10,clipboard,6
China,10,crayons,11
China,10,pencil,8
China,10,eraser,16
China,10,ti89,46
China,10,ti84,11
China,10,basiccalculator,10
China,11,ruler,7
China,11,artpaper,16
China,11,ti89,33
China,11,clipboard,17
China,11,coloredpencil,13
China,11,BAIIplus,3
China,11,pen,18
China,11,eraser,28
China,11,protractor,14
China,11,ti83plus,26
China,11,basiccalculator,33
China,11,marker,7
China,11,ti84plus,24
China,11,typingpaper,20
China,11,leadpen,24
China,11,folder,7
China,11,bin,8
China,11,officechair,16
China,11,clip,1
China,11,staples,11
China,11,gridpaper,8
China,11,ti84,7
China,11,pencil,2
China,11,crayons,36
China,11,ink,40
China,12,pencil,22
China,12,basiccalculator,25
China,12,staples,35
China,12,ti89,17
China,12,artpaper,19
China,12,typingpaper,8
China,12,ti84,13
China,12,pen,14
China,12,clip,3
China,12,eraser,19
China,12,officechair,27
China,12,folder,18
China,12,coloredpencil,11
China,12,clipboard,21
China,12,marker,18
China,12,gridpaper,12
China,12,ti83plus,20
China,12,ti84plus,11
China,12,ink,10
China,12,protractor,10
China,12,bin,12
China,12,leadpen,13
China,12,ruler,26
Cuba,1,coloredpencil,2
Cuba,1,clip,4
Cuba,1,ink,6
Cuba,1,officechair,4
Cuba,1,ti84plus,7
Cuba,1,ti84,3
Cuba,1,folder,4
Cuba,1,gridpaper,7
Cuba,2,gridpaper,2
Cuba,2,staples,5
Cuba,2,marker,6
Cuba,2,ti89,12
Cuba,2,typingpaper,4
Cuba,2,ti84,5
Cuba,2,protractor,2
Cuba,2,BAIIplus,3
Cuba,2,eraser,8
Cuba,2,coloredpencil,4
Cuba,2,ruler,3
Cuba,2,artpaper,8
Cuba,3,coloredpencil,5
Cuba,3,ti83plus,7
Cuba,3,artpaper,4
Cuba,3,ti89,2
Cuba,3,basiccalculator,4
Cuba,3,clipboard,8
Cuba,4,marker,8
Cuba,4,eraser,10
Cuba,4,gridpaper,2
Cuba,4,artpaper,7
Cuba,4,ti84plus,4
Cuba,4,coloredpencil,2
Cuba,4,bin,7
Cuba,4,ink,3
Cuba,4,basiccalculator,8
Cuba,4,folder,7
Cuba,4,BAIIplus,2
Cuba,4,clipboard,3
Cuba,5,gridpaper,2
Cuba,5,basiccalculator,8
Cuba,5,eraser,4
Cuba,5,artpaper,1
Cuba,6,gridpaper,12
Cuba,6,basiccalculator,1
Cuba,6,pencil,8
Cuba,6,folder,1
Cuba,6,eraser,3
Cuba,6,clipboard,11
Cuba,7,pen,8
Cuba,7,basiccalculator,2
Cuba,7,officechair,1
Cuba,7,ink,1
Cuba,7,clip,2
Cuba,8,marker,1
Cuba,8,typingpaper,5
Cuba,8,gridpaper,8
Cuba,8,leadpen,4
Cuba,8,staples,4
Cuba,9,ti89,7
Cuba,9,officechair,3
Cuba,9,typingpaper,4
Cuba,9,marker,5
Cuba,10,bin,3
Cuba,10,ti84,6
Cuba,10,coloredpencil,8
Cuba,10,clipboard,3
Cuba,10,artpaper,3
Cuba,11,eraser,2
Cuba,11,protractor,13
Cuba,11,basiccalculator,2
Cuba,11,gridpaper,6
Cuba,11,ti84plus,8
Cuba,11,clipboard,8
Cuba,11,marker,4
Cuba,12,ink,5
Cuba,12,clipboard,8
Cuba,12,officechair,7
Cuba,12,crayons,6
Cuba,12,ruler,8
Cuba,12,ti89,5
Dominican Republic,1,typingpaper,6
Dominican Republic,1,bin,6
Dominican Republic,1,ti84plus,4
Dominican Republic,2,ti84,4
Dominican Republic,2,bin,7
Dominican Republic,2,clipboard,4
Dominican Republic,2,ink,4
Dominican Republic,2,ti89,3
Dominican Republic,2,gridpaper,6
Dominican Republic,2,crayons,1
Dominican Republic,2,folder,6
Dominican Republic,2,artpaper,8
Dominican Republic,3,BAIIplus,2
Dominican Republic,3,ti84plus,6
Dominican Republic,3,clip,11
Dominican Republic,3,ink,5
Dominican Republic,3,staples,6
Dominican Republic,3,ti89,2
Dominican Republic,3,pencil,2
Dominican Republic,3,ruler,6
Dominican Republic,4,coloredpencil,7
Dominican Republic,4,BAIIplus,2
Dominican Republic,4,leadpen,5
Dominican Republic,4,ti89,5
Dominican Republic,5,basiccalculator,7
Dominican Republic,5,marker,11
Dominican Republic,5,ink,8
Dominican Republic,5,coloredpencil,8
Dominican Republic,6,ruler,7
Dominican Republic,6,clipboard,1
